,pattern_id,pattern_name,direction,trip_length,cd_route,cd_variation,pattern_destination,route_text,route_key,direction_id,geo_id,stop_id,stop_dist,order,stop_sort_order,geo_description,ta_geo_id,longitude,latitude,heading
845,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7417,1236,896,18,15,COLUMBIA RD NW + 16TH ST NW,1001951,-77.035942,38.926815,230.14
835,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7408,1188,515,19,16,HARVARD ST NW + HARVARD ST NW,1001945,-77.037323,38.926689,338.42
836,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7487,1189,904,20,17,MT PLEASANT ST NW + IRVING ST NW,1001993,-77.037239,38.928539,340.53
837,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7604,1191,956,21,18,MT PLEASANT ST NW + LAMONT ST NW,1002066,-77.038128,38.930897,343.74
851,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7703,4544,855,23,19,PARK RD + MT PLEASANT ST,1002127,-77.039452,38.932617,255.58
861,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7688,24462,508,24,20,PARK RD + 18TH ST,1002114,-77.041084,38.932396,267.9
852,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7707,4546,806,25,21,PARK RD + 19TH ST,1002130,-77.04393,38.932663,293.65
853,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7726,4547,712,26,22,KLINGLE RD NW + ROSEMOUNT AVE NW,1002141,-77.046242,38.932869,247.18
846,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7808,1242,2028,27,23,PORTER ST NW + WILLIAMSBURG LN NW,1002181,-77.05265,38.934532,297.39
857,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7836,18971,604,28,24,PORTER ST + #2501,1002198,-77.054474,38.935253,293.83
847,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7868,1244,604,29,25,PORTER ST NW + #2723,1002217,-77.05632,38.935921,294.56
848,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7906,1245,711,30,26,PORTER ST + QUEBEC ST,1002228,-77.058449,38.936791,302.61
862,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7911,25023,464,32,27,PORTER ST + CONNECTICUT AVE,1002232,-77.060051,38.936882,275.9
849,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7940,1247,952,33,28,PORTER ST + #3055,1002252,-77.06324,38.937328,259.53
858,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7935,20187,844,34,29,PORTER ST + 34TH ST,1002248,-77.066101,38.937271,260.5
859,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7933,21639,658,35,30,PORTER ST + 35TH ST,1002246,-77.068405,38.937256,272.58
854,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7932,4549,988,36,31,PORTER ST + IDAHO AVE,1002245,-77.071793,38.937248,275.98
855,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,7936,4550,484,37,32,PORTER ST NW + WISCONSIN AVE NW,1002249,-77.073486,38.937279,265.72
856,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,8025,17279,910,38,33,WISCONSIN AVE NW + RODMAN ST NW,1002290,-77.07486,38.939388,337.62
866,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,8152,41072,1085,39,34,WISCONSIN AVE NW + UPTON ST NW,1002347,-77.076279,38.941997,338.75
863,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,8255,30808,770,40,35,WISCONSIN AVE NW + VEAZEY ST NW,1002393,-77.077286,38.943802,336.27
850,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,8367,1257,1262,41,36,FORT DR + NEBRASKA AVE,1002470,-77.078438,38.947014,349.33
831,8819,[H3]BROOKLND CUA STA -TENLEYTOWN AU-STA,WEST,31848,H3,1,WEST to TENLEYTOWN STATION,Crosstown Line,526,0.0,8436,53,650,43,37,FORT DR NW + ALBEMARLE ST NW,1002498,-77.078568,38.94878,345.59
910,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,8416,40059,0,2,1,40TH ST NW + ALBEMARLE ST NW,1002492,-77.078781,38.948257,170.48
881,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,8365,4508,504,3,2,FORT DR + TENLEY CIRCLE,1002469,-77.078568,38.946953,187.73
909,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,8328,34865,333,4,3,WISCONSIN AVE NW + TENLEY CIRCLE NW,1002442,-77.078773,38.946148,156.51
874,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,21777,62,1140,5,4,WISCONSIN AVE NW + VAN NESS ST NW,1002389,-77.07721,38.94337,161.57
893,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,19149,4556,723,6,5,WISCONSIN AVE + UPTON ST X,1002337,-77.076275,38.941637,158.75
905,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,8045,22916,805,7,6,WISCONSIN AVE NW + RODMAN ST NW,1002297,-77.075134,38.939686,177.69
894,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7943,4557,1072,8,7,PORTER ST + WISCONSIN AVE,1002255,-77.073364,38.937359,82.97
895,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7941,4558,306,9,8,PORTER ST + 37TH ST,1002253,-77.072281,38.937328,88.7
902,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7942,21258,992,10,9,PORTER ST + 35TH ST,1002254,-77.068871,38.937344,88.81
904,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7937,22284,867,11,10,PORTER ST + 34TH ST,1002250,-77.065888,38.937309,90.91
882,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7944,4515,713,12,11,PORTER ST + #3040,1002256,-77.063538,38.937385,80.65
903,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7910,22038,1159,14,12,PORTER ST + CONNECTICUT AVE,1002231,-77.059601,38.936874,88.56
883,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7867,4516,997,15,13,PORTER ST + #2724,1002216,-77.056404,38.935905,116.83
907,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7832,24401,610,16,14,PORTER ST NW + #2500,1002196,-77.054436,38.935165,114.81
884,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7806,4517,522,17,15,PORTER ST + WILLIAMSBURG LA,1002180,-77.052956,38.93446,124.44
899,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7743,14508,2305,18,16,KLINGLE RD NW + WALBRIDGE PL NW,1002148,-77.045647,38.933067,80.19
896,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7718,4559,400,19,17,PARK RD + 19TH ST,1002135,-77.044418,38.932747,115.5
900,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7681,18476,848,20,18,PARK RD + 18TH ST,1002111,-77.041565,38.93232,88.94
897,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7695,4560,724,22,19,PARK RD + MT PLEASANT ST,1002120,-77.039131,38.93253,124.05
908,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7564,29156,1083,23,20,MT PLEASANT ST NW + KENYON ST NW,1002042,-77.037956,38.929802,259.59
880,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7501,2368,639,24,21,IRVING ST NW + 16TH ST NW,1002002,-77.036621,38.928734,110.94
898,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,13452,13025,1059,26,22,IRVING ST NW + 14TH ST NW,1003161,-77.032915,38.92877,88.97
885,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7488,4523,856,27,23,IRVING ST NW + 13TH ST NW,1001994,-77.029945,38.928558,96.57
886,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7494,4524,626,28,24,IRVING ST NW + 11TH ST NW,1001997,-77.027748,38.928657,81.73
887,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7503,4525,370,29,25,IRVING ST NW + SHERMAN AVE NW,1002003,-77.026451,38.928772,83.99
888,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7524,4526,828,31,26,IRVING ST NW + GEORGIA AVE NW,1002019,-77.023552,38.929009,95.13
889,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7537,4527,1056,32,27,IRVING ST NW + WARDER ST NW,1002027,-77.019882,38.929264,76.79
890,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7546,4528,381,33,28,IRVING ST NW + PARK PL NW,1002034,-77.01857,38.929474,78.58
901,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7416,20916,1495,34,29,MICHIGAN AVE NW + CHILDREN'S MEDICAL CENTER,1001950,-77.015663,38.926796,129.23
906,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7379,23753,1257,35,30,MICHIGAN AVE NW + 1ST ST NW,1001934,-77.011627,38.926277,62.02
891,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,13447,4529,672,36,31,MICHIGAN AVE NW + N CAPITOL ST NW,1003158,-77.009312,38.926625,84.55
892,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,13448,4530,313,37,32,MICHIGAN AVE NE + N CAPITOL ST NE,1003159,-77.008215,38.926737,82.73
876,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7432,264,754,38,33,MICHIGAN AVE NE + FRANKLIN ST NE,1001958,-77.005745,38.927216,41.64
877,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7578,265,1432,39,34,MICHIGAN AVE NE + IRVING ST NE,1002049,-77.0028,38.930153,52.78
878,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,7643,266,1047,40,35,MICHIGAN AVE NE + 4TH ST NE,1002089,-76.999863,38.931599,60.65
875,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,18535,185,1309,41,36,MONROE ST NE + 7TH ST NE,1003785,-76.995802,38.932387,97.71
879,8820,[H3]TENLEYTOWN STA -BROOKLND CUA STA,EAST,31567,H3,2,EAST to BROOKLAND STATION,Crosstown Line,720,1.0,11991,1222,1370,43,37,BROOKLAND-CUA STATION + BUS BAY B,1002960,-76.99411,38.933342,186.1
183,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,11991,1222,0,2,1,BROOKLAND-CUA STATION + BUS BAY B,1002960,-76.99411,38.933342,186.1
216,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,27702,9070234,1187,3,2,MONROE ST NE + 7TH ST NE,1002116,-76.996488,38.932459,270.0
177,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,21981,186,756,4,3,MICHIGAN AVE NE + GIBBONS HALL  CATHOLIC UNIVERSI,1002105,-76.99889,38.93213,242.79
178,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7580,187,1344,5,4,MICHIGAN AVE NE + IRVING ST NE,1002050,-77.003021,38.930218,223.93
179,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7442,188,1198,6,5,MICHIGAN AVE NE + FRANKLIN ST NE,1001965,-77.005478,38.927563,227.79
213,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7415,33344,965,7,6,MICHIGAN AVE NE + NORTH CAPITOL ST NE,1001949,-77.008606,38.926792,262.17
184,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,13442,1225,1264,8,7,1ST ST NW + MICHIGAN AVE NW,1003154,-77.012068,38.926915,0.0
185,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,13443,1226,1362,9,8,WASHINGTON HOSPITAL CENTER + OUTPATIENT CLINIC,1003155,-77.014215,38.928863,180.0
186,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,13444,1227,1665,10,9,VETERANS HOSPITAL RDWY + MAIN ENTR,1003156,-77.01054,38.929953,57.27
204,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,13445,12677,718,12,10,1ST ST NW + ENTRANCE TO NATIONAL REHABILITATION C,1003157,-77.012283,38.92969,181.11
214,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7382,33455,1412,13,11,MICHIGAN AVE NW + FIRST ST NW,1001935,-77.012627,38.926308,270.0
209,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7394,23918,618,14,12,MICHIGAN AVE NW + CHILDREN'S MEDICAL CENTER,1001942,-77.014839,38.92654,297.39
187,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7485,1230,1717,15,13,COLUMBIA RD NW + WARDER ST NW,1001991,-77.019966,38.928505,255.69
188,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7472,1231,818,17,14,COLUMBIA RD NW + GEORGIA AVE NW,1001985,-77.022812,38.928177,255.84
189,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7463,1232,853,18,15,COLUMBIA RD NW + SHERMAN AVE NW,1001981,-77.025787,38.927879,260.47
190,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7454,1233,360,19,16,COLUMBIA RD NW + 11TH ST NW,1001975,-77.027046,38.927765,261.38
191,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7446,1234,702,20,17,COLUMBIA RD NW + 13TH ST NW,1001969,-77.029518,38.927685,295.46
192,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7441,1235,1002,22,18,COLUMBIA RD NW + 14TH ST NW,1001964,-77.033035,38.927528,262.4
193,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7417,1236,896,23,19,COLUMBIA RD NW + 16TH ST NW,1001951,-77.035942,38.926815,230.14
180,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7408,1188,515,24,20,HARVARD ST NW + HARVARD ST NW,1001945,-77.037323,38.926689,338.42
181,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7487,1189,904,25,21,MT PLEASANT ST NW + IRVING ST NW,1001993,-77.037239,38.928539,340.53
182,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7604,1191,956,26,22,MT PLEASANT ST NW + LAMONT ST NW,1002066,-77.038128,38.930897,343.74
199,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7703,4544,855,28,23,PARK RD + MT PLEASANT ST,1002127,-77.039452,38.932617,255.58
210,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7688,24462,508,29,24,PARK RD + 18TH ST,1002114,-77.041084,38.932396,267.9
200,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7707,4546,806,30,25,PARK RD + 19TH ST,1002130,-77.04393,38.932663,293.65
201,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7726,4547,712,31,26,KLINGLE RD NW + ROSEMOUNT AVE NW,1002141,-77.046242,38.932869,247.18
194,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7808,1242,2028,32,27,PORTER ST NW + WILLIAMSBURG LN NW,1002181,-77.05265,38.934532,297.39
206,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7836,18971,604,33,28,PORTER ST + #2501,1002198,-77.054474,38.935253,293.83
195,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7868,1244,604,34,29,PORTER ST NW + #2723,1002217,-77.05632,38.935921,294.56
196,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7906,1245,711,36,30,PORTER ST + QUEBEC ST,1002228,-77.058449,38.936791,302.61
211,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7911,25023,464,37,31,PORTER ST + CONNECTICUT AVE,1002232,-77.060051,38.936882,275.9
197,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7940,1247,952,38,32,PORTER ST + #3055,1002252,-77.06324,38.937328,259.53
207,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7935,20187,844,39,33,PORTER ST + 34TH ST,1002248,-77.066101,38.937271,260.5
208,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7933,21639,658,40,34,PORTER ST + 35TH ST,1002246,-77.068405,38.937256,272.58
202,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7932,4549,988,41,35,PORTER ST + IDAHO AVE,1002245,-77.071793,38.937248,275.98
203,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,7936,4550,484,42,36,PORTER ST NW + WISCONSIN AVE NW,1002249,-77.073486,38.937279,265.72
205,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,8025,17279,910,43,37,WISCONSIN AVE NW + RODMAN ST NW,1002290,-77.07486,38.939388,337.62
215,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,8152,41072,1085,44,38,WISCONSIN AVE NW + UPTON ST NW,1002347,-77.076279,38.941997,338.75
212,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,8255,30808,770,45,39,WISCONSIN AVE NW + VEAZEY ST NW,1002393,-77.077286,38.943802,336.27
198,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,8367,1257,1262,46,40,FORT DR + NEBRASKA AVE,1002470,-77.078438,38.947014,349.33
176,1196,[H4]BROOKLND CUA STA- TENLEYTOWN AU-STA,WEST,37107,H4,1,WEST to TENLEYTOWN STATION,Crosstown Line,92,0.0,8436,53,650,48,41,FORT DR NW + ALBEMARLE ST NW,1002498,-77.078568,38.94878,345.59
1094,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7441,1235,0,2,1,COLUMBIA RD NW + 14TH ST NW,1001964,-77.033035,38.927528,262.4
1095,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7417,1236,896,3,2,COLUMBIA RD NW + 16TH ST NW,1001951,-77.035942,38.926815,230.14
1091,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7408,1188,515,4,3,HARVARD ST NW + HARVARD ST NW,1001945,-77.037323,38.926689,338.42
1092,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7487,1189,904,5,4,MT PLEASANT ST NW + IRVING ST NW,1001993,-77.037239,38.928539,340.53
1093,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7604,1191,956,6,5,MT PLEASANT ST NW + LAMONT ST NW,1002066,-77.038128,38.930897,343.74
1101,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7703,4544,855,8,6,PARK RD + MT PLEASANT ST,1002127,-77.039452,38.932617,255.58
1110,9953,[H4]COLUMBIA RD+14TH -TENLEYTOWN-AU STA,WEST,19166,H4,2,WEST to TENLEYTOWN STATION,Crosstown Line,260,0.0,7688,24462,508,9,7,PARK RD + 18TH ST,1002114,-77.041084,38.932396,267.9
